Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff
45,25.06,180,"9,7",0.10192816964671948,0.8980718303532805
46,30.380000000000003,184,"4,3",0.3540229667280209,0.6459770332719791
47,33.379999999999995,188,"9,8",0.2538710199427761,0.7461289800572238
48,25.52,192,"8,4",0.058249799779091525,0.9417502002209085
49,31.4,196,"9,8",0.2734906766764519,0.7265093233235481
50,29.98,200,"2,4",0.3294826194239407,0.6705173805760594
51,28.57,204,"9,7",0.135321198237147,0.864678801762853
52,31.790000000000003,208,"4,3",0.2882354813594677,0.7117645186405324
53,33.1,212,"9,8",0.3067931563109571,0.6932068436890428
54,23.189999999999998,216,"0,5",0.3348213816106269,0.6651786183893731
55,27.82,220,"9,4",0.23166157397263648,0.7683384260273636
56,12.120000000000001,224,"9,5",0.14088858334544638,0.8591114166545536
57,24.67,228,"4,0",0.7359616872993349,0.2640383127006651
58,14.95,232,"9,5",0.12775545830048454,0.8722445416995155
59,25.83,236,"0,4",0.6909178662907555,0.3090821337092446
60,29.080000000000002,240,"9,1",0.11979278679478028,0.8802072132052197
61,40.06,244,"3,4",0.4421852732035039,0.557814726796496
62,16.869999999999997,248,"9,5",0.1411754870998998,0.8588245129001002
63,27.1,252,"4,0",0.7012670364297622,0.29873296357023776
64,39.95,256,"9,8",0.09074679257642489,0.9092532074235751
65,14.860000000000001,260,"5,6",0.2840758371588966,0.7159241628411034
66,26.650000000000002,264,"4,0",0.4908057702553568,0.5091942297446432
67,33.4,268,"9,8",0.08263648395680004,0.9173635160432
68,37.08,272,"3,5",0.4026947425184991,0.5973052574815009
69,30.599999999999998,276,"9,1",0.2143309524147451,0.7856690475852549
70,27.779999999999998,280,"3,8",0.4935272919169504,0.5064727080830497
71,36.71,284,"9,1",0.33187407548329934,0.6681259245167007
72,38.550000000000004,288,"4,9",0.5743832852353119,0.4256167147646881
73,43.4,292,"9,6",0.16766957538717528,0.8323304246128247
74,38.9,296,"6,4",0.138224785307436,0.861775214692564
75,46.82,300,"6,9",0.10762923410126804,0.892370765898732
76,39.290000000000006,304,"4,5",0.34764499007482136,0.6523550099251786
77,28.79,308,"6,3",0.32407331163623077,0.6759266883637692
78,49.64,312,"6,9",0.15479962576373613,0.8452003742362638
79,11.65,316,"6,5",0.05232248135162957,0.9476775186483705
80,27.62,320,"9,4",0.38851738627154586,0.6114826137284541
81,42.93,324,"6,7",0.2523831696558606,0.7476168303441394
82,14.000000000000002,328,"5,7",0.2127036855304782,0.7872963144695219
83,46.28,332,"0,1",0.47395028128781347,0.5260497187121865
84,49.38,336,"6,7",0.19179821595807967,0.8082017840419203
85,43.47,340,"6,4",0.1411800508057623,0.8588199491942378
86,50.239999999999995,344,"6,9",0.13924554981865078,0.8607544501813492
87,39.95,348,"2,5",0.2553877937152338,0.7446122062847662
88,47.42,352,"9,6",0.22326364383908573,0.7767363561609143
89,36.44,356,"5,4",0.16825569220519507,0.8317443077948049
90,41.52,360,"6,0",0.22557351092305267,0.7744264890769473
91,33.79,364,"5,2",0.1941258331647666,0.8058741668352334
92,50.06,368,"9,6",0.2141467205112184,0.7858532794887816
93,35.480000000000004,372,"3,8",0.2960524565493626,0.7039475434506374
94,47.18,376,"6,1",0.11527289773550298,0.884727102264497
95,22.98,380,"8,5",0.37429874666157886,0.6257012533384211
96,35.08,384,"9,4",0.3291737155764359,0.6708262844235641
97,52.17,388,"6,9",0.1293232361691244,0.8706767638308756
98,41.63,392,"7,3",0.18245107591265056,0.8175489240873495
99,56.169999999999995,396,"6,8",0.13240740230179002,0.86759259769821
100,16.57,400,"5,8",0.27464495322888033,0.7253550467711196
101,42.13,404,"9,0",0.37302432861517093,0.6269756713848291
102,44.98,408,"8,6",0.14828952625052289,0.8517104737494772
103,43.01,412,"9,4",0.2587745769614626,0.7412254230385374
104,42.0,416,"8,6",0.14246003741313312,0.8575399625868669
105,49.769999999999996,420,"9,1",0.16260161056022515,0.8373983894397748
106,52.15,424,"9,6",0.11494058271657466,0.8850594172834253
107,29.93,428,"5,7",0.16944009705151408,0.8305599029484859
108,48.620000000000005,432,"9,6",0.26122333056470987,0.7387766694352901
109,44.28,436,"7,3",0.15429858527435233,0.8457014147256476
110,59.62,440,"7,8",0.19443526728237026,0.8055647327176297
111,21.45,444,"8,5",0.17063127897375116,0.8293687210262488
112,51.41,448,"9,6",0.3142945616606198,0.6857054383393802
113,48.41,452,"7,4",0.22717796572735582,0.7728220342726442
114,55.910000000000004,456,"9,6",0.20315337201032685,0.7968466279896731
115,56.410000000000004,460,"7,8",0.19292747270246663,0.8070725272975333
116,23.990000000000002,464,"9,5",0.27360371594296573,0.7263962840570343
117,45.87,468,"6,9",0.4379428968852839,0.5620571031147161
118,44.07,472,"7,4",0.24038251280901413,0.7596174871909859
119,51.580000000000005,476,"6,9",0.20601450757244674,0.7939854924275532
120,19.66,480,"7,2",0.24208505414191003,0.7579149458580899
121,29.87,484,"4,2",0.6014661662834972,0.3985338337165027
122,62.9,488,"0,1",0.5325856749558632,0.46741432504413677
123,61.06,492,"9,7",0.09758395385705158,0.9024160461429485
124,22.31,496,"2,9",0.25077303022844577,0.7492269697715542
125,41.94,500,"4,9",0.4297949806466212,0.5702050193533788
126,54.96,504,"9,7",0.13107939132096422,0.8689206086790358
127,44.629999999999995,508,"7,3",0.19386415297516663,0.8061358470248334
128,55.05,512,"7,1",0.14095794931293462,0.8590420506870654
129,55.74,516,"6,7",0.11655569410388884,0.8834443058961111
130,57.06,520,"2,5",0.1780856688395954,0.8219143311604046
131,60.61,524,"6,7",0.16161369143029353,0.8383863085697064
132,57.02,528,"9,4",0.16609080782584074,0.8339091921741593
133,64.19,532,"6,9",0.21350081245693978,0.7864991875430603
134,25.55,536,"7,2",0.14618041298220233,0.8538195870177977
135,48.949999999999996,540,"9,4",0.415315013800909,0.5846849861990909
136,60.81999999999999,544,"6,9",0.1580651736793151,0.841934826320685
137,51.44,548,"7,3",0.1157488385959032,0.8842511614040968
138,65.01,552,"8,9",0.16353545525416,0.83646454474584
139,50.51,556,"5,2",0.18457168654337608,0.8154283134566239
140,63.970000000000006,560,"6,1",0.07179087404980222,0.9282091259501978
141,27.889999999999997,564,"2,7",0.19902762395876197,0.800972376041238
142,51.51,568,"9,4",0.3044241518074653,0.6955758481925347
143,65.29,572,"9,6",0.16862238366696547,0.8313776163330345
144,53.23,576,"7,3",0.09797805278669983,0.9020219472133002
145,71.48,580,"8,7",0.3144098889474304,0.6855901110525696
146,58.79,584,"8,9",0.11336047280853648,0.8866395271914636
147,28.18,588,"2,7",0.133638213565178,0.866361786434822
148,63.629999999999995,592,"6,1",0.3197940705671181,0.6802059294328819
149,30.31,596,"2,7",0.18587971079081309,0.8141202892091869
150,61.529999999999994,600,"6,9",0.32905493256020274,0.6709450674397972
151,30.91,604,"2,7",0.14711708155427844,0.8528829184457215
152,55.38999999999999,608,"6,0",0.323028861787206,0.676971138212794
153,41.93,612,"6,5",0.20578928458403423,0.7942107154159658
154,52.739999999999995,616,"9,0",0.39795921625147535,0.6020407837485247
155,71.11,620,"8,6",0.2505799314403118,0.7494200685596881
156,64.17,624,"7,4",0.09469264666073893,0.905307353339261
157,60.309999999999995,628,"8,6",0.1160893452181259,0.8839106547818741
158,54.16,632,"7,3",0.15810896144704223,0.8418910385529578
159,67.7,636,"8,7",0.1902894339973036,0.8097105660026964
160,39.56,640,"5,8",0.1235899296842504,0.8764100703157496
161,65.42,644,"9,1",0.3413306065076328,0.6586693934923672
162,40.72,648,"8,5",0.16276255352435212,0.8372374464756479
163,63.94,652,"9,0",0.27933451376478663,0.7206654862352133
164,45.15,656,"6,2",0.3210133934471661,0.6789866065528339
165,59.489999999999995,660,"6,4",0.24098167280109908,0.7590183271989009
166,72.05,664,"9,6",0.09138134482378855,0.9086186551762114
167,60.5,668,"7,3",0.06977082695491545,0.9302291730450846
168,69.98,672,"9,8",0.2708117981302045,0.7291882018697955
169,68.33,676,"5,2",0.16330263976958528,0.8366973602304147
170,77.14,680,"7,8",0.19652984516396466,0.8034701548360353
171,66.3,684,"9,4",0.0803625708817029,0.919637429118297
172,78.97,688,"9,6",0.10898443200827485,0.8910155679917251
173,58.309999999999995,692,"7,3",0.06969969545858315,0.9303003045414169
174,76.08,696,"5,1",0.2202004560399888,0.7797995439600112
175,71.16,700,"7,0",0.07306136338511583,0.9269386366148842
176,71.05,704,"6,7",0.19976856552556668,0.8002314344744333
177,53.54,708,"9,5",0.09510914012179104,0.9048908598782089
178,70.61,712,"8,9",0.20634698197117043,0.7936530180288296
179,64.4,716,"7,4",0.09952417513562012,0.9004758248643799
180,50.91,720,"9,5",0.13068956075867194,0.869310439241328
181,60.650000000000006,724,"3,8",0.27225131296684346,0.7277486870331565
182,67.01,728,"7,1",0.1751967621656893,0.8248032378343108
183,70.87,732,"5,0",0.10625776681980341,0.8937422331801966
184,51.49,736,"9,2",0.16468918454845238,0.8353108154515476
185,62.59,740,"6,4",0.13610315821837574,0.8638968417816243
186,74.92,744,"9,6",0.1094701094898188,0.8905298905101812
187,63.74999999999999,748,"7,3",0.07413274325574681,0.9258672567442532
188,41.61,752,"2,8",0.16990840360877735,0.8300915963912227
189,72.35000000000001,756,"6,1",0.16954885024527372,0.8304511497547262
190,69.83,760,"5,2",0.14646674915325716,0.8535332508467428
191,77.2,764,"6,7",0.14497918804452964,0.8550208119554703
192,68.28999999999999,768,"9,4",0.10033750960818695,0.899662490391813
193,77.89,772,"9,7",0.1139091285880953,0.8860908714119047
194,67.85,776,"8,4",0.10717597561272033,0.8928240243872797
195,80.17,780,"9,6",0.09663812075209367,0.9033618792479063
196,79.72,784,"7,8",0.07379765190831865,0.9262023480916813
197,71.11,788,"8,9",0.06296209001855749,0.9370379099814425
198,65.96,792,"7,4",0.06733132965992185,0.9326686703400782
199,66.71000000000001,796,"7,8",0.10329802554034002,0.8967019744596599
200,71.11,800,"9,0",0.13390130153007285,0.8660986984699272
201,56.089999999999996,804,"6,5",0.13069771985742154,0.8693022801425785
202,63.89,808,"3,8",0.23953280629189,0.76046719370811
203,73.77,812,"7,8",0.1567986065508863,0.8432013934491137
204,71.04,816,"9,8",0.12244095146370385,0.8775590485362962
205,57.21000000000001,820,"7,5",0.0786264935079166,0.9213735064920834
206,72.44,824,"8,0",0.29051877939608967,0.7094812206039103
207,54.42,828,"6,5",0.1465810981186267,0.8534189018813733
208,63.09,832,"3,8",0.29948686000490776,0.7005131399950922
209,53.89000000000001,836,"7,5",0.23692799150630092,0.763072008493699
210,64.75999999999999,840,"8,4",0.3042647305707874,0.6957352694292126
211,79.49000000000001,844,"9,6",0.09571471597627296,0.904285284023727
212,52.290000000000006,848,"7,2",0.0989290597591216,0.9010709402408784
213,76.75,852,"6,1",0.17445285589442283,0.8255471441055772
214,50.74999999999999,856,"2,7",0.13689723296355297,0.8631027670364471
215,67.43,860,"6,4",0.12752734898252088,0.8724726510174791
216,78.34,864,"9,7",0.07502508042246935,0.9249749195775306
217,78.66,868,"4,3",0.17176010339937284,0.8282398966006271
218,84.47,872,"8,6",0.07105668216500745,0.9289433178349925
219,64.42,876,"8,5",0.06973672627560551,0.9302632737243945
220,80.07,880,"0,3",0.22216895106217976,0.7778310489378202
221,52.6,884,"2,7",0.10173036451485132,0.8982696354851487
222,80.65,888,"6,9",0.16631796846992056,0.8336820315300795
223,73.61,892,"7,4",0.05117727299778509,0.9488227270022149
224,82.98,896,"7,9",0.07280187334617771,0.9271981266538223
225,50.77,900,"8,2",0.13024992506086677,0.8697500749391333
226,81.61,904,"6,8",0.19220058071270252,0.8077994192872975
227,81.62,908,"4,0",0.31639330694160445,0.6836066930583956
228,77.05,912,"8,9",0.07925735021714794,0.920742649782852
229,67.30000000000001,916,"7,3",0.057514061856832735,0.9424859381431673
230,79.97999999999999,920,"0,1",,
231,59.0,924,"2,9",0.07265869336184107,0.927341306638159
232,68.92,928,"6,4",0.1978981589127805,0.8021018410872195
233,78.53,932,"9,6",0.0822452429002299,0.9177547570997701
234,68.62,936,"7,5",0.0581309357688381,0.9418690642311619
235,68.71000000000001,940,"8,3",0.14120466840239018,0.8587953315976098
236,64.60000000000001,944,"5,9",0.145317430305181,0.854682569694819
237,78.99000000000001,948,"8,0",0.18360396855676328,0.8163960314432367
238,83.74000000000001,952,"6,7",0.13226541920549192,0.867734580794508
239,59.86,956,"2,9",0.050372154191672715,0.9496278458083273
240,84.1,960,"6,8",0.19568036138340392,0.804319638616596
241,84.05,964,"3,4",0.18413878676085557,0.8158612132391444
242,79.74,968,"8,1",0.05150652763921674,0.9484934723607833
243,62.72,972,"7,2",0.13877909103363134,0.8612209089663686
244,80.91000000000001,976,"6,9",0.1846923523696321,0.8153076476303679
245,72.94,980,"7,4",0.050810204128427024,0.9491897958715729
246,68.26,984,"9,5",0.07290550357737208,0.927094496422628
247,70.28999999999999,988,"8,3",0.15737303442978207,0.842626965570218
248,78.31,992,"5,1",0.18959442671207347,0.8104055732879265
249,64.68,996,"2,6",0.24479512782404647,0.7552048721759536
250,84.39,1000,"8,6",0.16118090581720282,0.8388190941827972
251,86.06,1004,"7,9",0.19188759177289202,0.808112408227108
252,75.41,1008,"8,4",0.06687137269153867,0.9331286273084614
253,84.86,1012,"9,7",0.07378244916387564,0.9262175508361243
254,74.25,1016,"8,4",0.10403002069862677,0.8959699793013732
255,67.71000000000001,1020,"9,5",0.06590620764254586,0.9340937923574542
256,79.22,1024,"8,0",0.18525785402455017,0.8147421459754498
257,80.57,1028,"2,3",0.06564401621099607,0.934355983789004
258,80.52,1032,"1,9",0.16614186631275196,0.833858133687248
259,63.65,1036,"2,8",0.0571433927639003,0.9428566072360997
260,80.84,1040,"6,9",0.1780791828173281,0.821920817182672
261,69.73,1044,"7,3",0.1521361688152793,0.8478638311847206
262,79.03999999999999,1048,"0,1",,
263,80.63,1052,"2,5",0.07335751509892648,0.9266424849010735
264,75.14,1056,"8,4",0.09692481665681787,0.9030751833431822
265,85.50999999999999,1060,"9,7",0.08032808523922266,0.9196719147607774
266,63.72,1064,"8,2",0.11459778112404444,0.8854022188759556
267,71.99,1068,"6,4",0.14306614878550053,0.8569338512144995
268,69.6,1072,"9,3",0.05318797356064111,0.9468120264393589
269,76.69,1076,"8,1",0.06776739940352901,0.932232600596471
270,64.78,1080,"7,2",0.13428920387928578,0.8657107961207142
271,81.89,1084,"8,7",0.15519796851616405,0.8448020314838359
272,79.73,1088,"8,9",0.05766909746551998,0.94233090253448
273,71.83,1092,"7,5",0.05372948926057754,0.9462705107394225
274,71.61,1096,"3,8",0.1770634448759578,0.8229365551240422
275,78.46,1100,"1,8",0.2160935065183695,0.7839064934816306
276,68.67999999999999,1104,"2,8",0.06858934679995342,0.9314106532000466
277,81.6,1108,"6,9",0.2415856752817543,0.7584143247182458
278,85.33,1112,"7,8",0.05906751022096124,0.9409324897790388
279,81.85,1116,"9,0",0.057593413849937526,0.9424065861500625
280,80.96,1120,"2,5",0.06110690415992403,0.938893095840076
281,75.35,1124,"7,4",0.10224130225703787,0.8977586977429621
282,85.35000000000001,1128,"9,6",0.06080513187268869,0.9391948681273113
283,85.32,1132,"8,7",0.09130377834516065,0.9086962216548393
284,84.55,1136,"3,4",0.2677019548189887,0.7322980451810113
285,83.93,1140,"8,9",0.04787119627117026,0.9521288037288297
286,80.67999999999999,1144,"5,4",0.21809282598393653,0.7819071740160635
287,80.54,1148,"9,8",0.060969281171813244,0.9390307188281868
288,64.97,1152,"7,2",0.08013650660754319,0.9198634933924568
289,82.73,1156,"1,6",0.19430105669837466,0.8056989433016254
290,73.26,1160,"8,3",0.05740404127580199,0.942595958724198
291,82.15,1164,"0,1",,
292,80.57,1168,"2,5",0.06112119511351653,0.9388788048864835
293,75.72,1172,"7,4",0.10192668068159766,0.8980733193184024
294,84.39,1176,"9,7",0.0555297821853879,0.9444702178146122
295,77.08,1180,"4,6",0.2121380670648449,0.787861932935155
296,84.39999999999999,1184,"9,7",0.05986843577324989,0.9401315642267501
297,68.47999999999999,1188,"8,2",0.07153438203806367,0.9284656179619363
298,85.95,1192,"6,8",0.11817821362515436,0.8818217863748457
299,85.77,1196,"4,3",0.20598708779896105,0.794012912201039
300,84.04,1200,"8,9",0.057919563577256146,0.9420804364227439
